"","customernumber","date","salutation","title","domain","datecreated","newsletter","model","paymenttype","deliverytype","invoicepostcode","delivpostcode","voucher","advertisingdatacode","case","numberitems","gift","entry","points","shippingcosts","deliverydatepromised","deliverydatereal","weight","remi","cancel","used","w0","w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","target90"
"17440",39841,"2008-11-26",1,0,12,"2008-11-26",0,1,2,0,57,"",0,"",2,1,0,0,0,0,"2008-11-27","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17441",19668,"2008-11-18",1,0,12,"2008-11-18",0,2,1,1,47,"",0,"",4,1,0,1,0,0,"2008-11-19","2008-11-18",877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17442",6814,"2008-12-07",0,0,11,"2008-12-07",0,2,1,1,46,"",0,"",3,1,0,1,0,0,"2008-12-09","2008-12-09",947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17443",59663,"2008-06-18",0,0,12,"2008-06-18",1,1,3,0,50,"",1,"",4,3,0,0,0,0,"2008-06-19","2008-06-18",788,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1
"17444",46725,"2008-12-09",0,0,6,"2008-12-09",0,1,0,0,78,"",0,"",3,1,0,0,0,0,"2009-12-11","2009-12-29",420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17445",43824,"2008-06-11",1,0,11,"2008-06-11",0,1,0,0,25,"",0,"BQ",2,3,0,0,0,1,"2008-06-13","2008-06-12",592,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
"17446",37272,"2008-07-29",2,0,12,"2008-07-29",0,1,0,0,23,"",0,"",5,2,0,0,0,0,"2008-07-30","2008-07-30",291,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"17447",19184,"2008-08-04",0,0,9,"2008-08-04",1,1,0,0,42,"",0,"BQ",4,3,0,0,0,0,"2008-08-19","2008-08-16",1591,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"17448",50414,"2008-05-21",2,0,12,"2008-05-21",0,1,3,0,81,"",0,"",3,2,0,0,0,0,"2008-05-22","2008-05-21",542,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17449",12114,"2008-12-15",2,0,12,"2008-12-15",0,1,0,0,31,"",0,"",3,1,0,0,0,0,"2008-12-17","2008-12-16",578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17450",47988,"2008-12-16",1,0,4,"2008-12-16",0,3,0,0,77,"",0,"",4,2,0,1,0,0,"2008-12-18","2008-12-17",1195,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"17451",40786,"2008-08-13",1,0,3,"2008-08-13",1,1,2,0,70,"",0,"",2,1,0,0,0,1,"2008-09-04","2008-08-23",463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17452",42010,"2008-06-07",0,0,12,"2008-06-07",1,1,3,0,51,"",0,"",2,2,0,0,0,0,"2008-06-10","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"17453",20611,"2008-10-15",0,0,12,"2008-10-13",0,1,0,0,35,"",0,"",4,1,0,0,0,0,"2008-10-16","2008-10-16",9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"17454",63320,"2008-07-27",1,0,4,"2008-07-27",0,1,0,0,99,"",0,"BD",2,1,0,0,0,1,"2008-07-29","2008-07-28",446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17455",58398,"2008-08-03",1,0,1,"2008-08-03",0,1,2,0,81,"",0,"AB",3,1,0,0,0,0,"2008-08-05","2008-08-05",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17456",53673,"2008-11-24",1,0,4,"2008-09-25",1,1,0,0,24,"",1,"",1,1,0,0,0,0,"2008-11-25","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17457",61760,"2008-06-05",1,0,0,"2008-06-05",0,1,2,0,10,"",0,"",3,1,0,0,0,0,"2008-06-06","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17458",54988,"2008-11-17",1,0,1,"2008-11-17",0,1,0,0,34,"",0,"",4,1,0,0,0,0,"2008-12-02","2008-11-25",680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17459",53965,"2008-10-04",1,0,9,"2008-10-04",0,2,0,0,41,"",0,"",2,1,0,1,0,0,"2008-10-07","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17460",38589,"2008-09-23",0,0,4,"2008-09-23",1,1,0,0,25,"",1,"",3,2,0,0,0,0,"2008-09-25","2008-09-25",555,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17461",50772,"2008-04-19",0,0,5,"2008-04-19",0,1,1,1,25,"",0,"",4,1,0,0,0,0,"2008-04-22","2008-04-21",681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17462",30099,"2008-07-12",0,0,0,"2008-07-12",0,3,1,1,23,"",0,"",1,1,0,1,0,0,"2008-07-15","2008-07-14",541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"17463",59275,"2008-08-12",0,0,9,"2008-08-12",0,3,1,1,14,"",0,"",1,1,0,1,0,0,"2008-08-13","2008-08-13",275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17464",42064,"2008-06-14",0,0,9,"2008-06-14",0,1,0,0,73,"",0,"BL",3,2,0,0,0,0,"2008-06-17","2008-06-16",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17465",9870,"2008-08-11",0,0,1,"2008-08-11",0,2,2,0,40,"",1,"",1,1,0,1,0,0,"2008-08-13","2008-08-13",500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17466",36007,"2008-05-18",2,0,12,"2008-05-18",0,2,0,0,47,"",0,"",4,1,0,1,0,0,"2008-05-20","2008-05-19",605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17467",21474,"2008-04-01",0,0,12,"2008-04-01",0,3,0,0,85,"",0,"",4,1,0,1,0,0,"2008-05-02","2008-04-02",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17468",27591,"2008-10-01",0,0,4,"2008-10-01",1,3,1,1,23,"",0,"",1,1,0,1,0,0,"2008-10-03","2008-10-02",365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17469",17876,"2008-04-01",2,0,12,"2008-04-01",0,3,2,0,22,"",0,"",5,2,0,1,0,0,"2008-04-02","2008-04-01",599,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"17470",8870,"2008-07-31",1,0,12,"2008-07-31",0,2,2,0,44,"",0,"",5,2,0,1,0,0,"2008-08-04","2008-08-01",775,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"17471",9971,"2008-05-13",0,0,11,"2008-05-13",0,1,0,0,71,"",0,"CA",2,1,0,0,0,1,"2008-05-14","2008-05-13",413,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"17472",14195,"2008-07-06",1,0,11,"2008-07-06",0,1,3,0,56,"",0,"",2,2,0,0,0,1,"2008-07-08","2008-07-07",564,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"17473",47151,"2008-04-28",0,0,9,"2008-04-28",0,1,0,0,89,"",1,"",4,1,0,0,0,0,"2008-04-29","2008-04-28",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17474",6506,"2008-05-05",0,0,8,"2008-05-05",0,1,0,0,32,"",0,"BQ",2,1,0,0,0,1,"2008-05-20","2008-06-23",291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17475",3863,"2008-12-05",0,0,9,"2008-12-05",0,3,1,1,25,"",0,"",5,5,0,1,0,0,"2008-12-09","2008-12-06",2376,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"17476",65564,"2008-10-05",0,0,9,"2008-10-05",1,2,1,1,42,"",0,"",5,5,0,1,0,0,"2008-10-07","2008-10-10",2502,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1
"17477",58306,"2008-12-11",0,0,12,"2008-12-11",0,3,1,1,21,"",0,"",4,3,0,1,0,0,"2009-12-15","2009-04-29",1611,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"17478",48561,"2008-08-24",0,0,12,"2008-08-24",0,1,1,1,13,"",0,"",4,3,0,0,0,0,"2009-08-27","2008-08-25",1581,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"17479",30199,"2008-12-13",0,0,12,"2008-12-13",0,1,0,0,72,"",0,"AB",2,1,0,0,0,1,"2008-12-16","2008-12-14",815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17480",5115,"2008-04-24",0,0,0,"2008-04-24",1,2,1,1,44,"",0,"",4,3,0,1,0,0,"2008-04-25","2008-04-24",1157,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"17481",35710,"2008-10-31",1,0,9,"2008-10-31",0,2,1,1,46,"",0,"",3,1,0,1,0,0,"2008-11-03","2008-10-31",450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17482",15964,"2008-10-14",0,1,12,"2008-10-14",0,3,0,0,55,"",0,"",4,1,0,1,0,0,"2008-10-28","2008-10-29",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"17483",10222,"2008-09-25",0,0,9,"2008-09-25",0,1,2,0,29,"",0,"AB",1,1,0,0,0,0,"2008-09-26","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17484",59698,"2008-07-24",2,0,12,"2008-07-24",0,1,3,0,37,"",0,"",2,3,0,0,0,0,"2008-07-28","0000-00-00",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"17485",60069,"2008-12-12",0,0,12,"2008-12-12",0,1,0,0,18,"",0,"",4,1,0,0,0,0,"2008-12-16","2008-12-13",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17486",53998,"2008-07-04",0,0,0,"2008-07-04",0,1,0,0,25,"",0,"",1,1,0,0,0,1,"2008-07-08","2008-07-05",147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17487",53518,"2008-11-18",1,0,12,"2008-07-06",1,3,2,0,31,"",1,"",1,1,0,1,0,0,"2008-11-19","0000-00-00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"17488",60464,"2008-08-05",1,0,8,"2008-08-05",0,1,0,0,48,"",0,"",4,3,0,0,0,0,"2008-08-19","2008-09-20",766,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"17489",15431,"2008-05-04",2,0,12,"2008-05-04",0,3,1,1,26,"",0,"BQ",4,4,0,1,0,0,"2008-05-06","2008-05-06",1350,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"17490",33378,"2008-12-02",0,0,4,"2008-12-02",0,3,1,1,85,"",0,"",1,1,0,1,0,0,"2008-12-03","2008-12-04",273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17491",40917,"2008-07-01",2,0,12,"2008-07-01",0,3,0,0,90,"",0,"",5,1,0,1,0,0,"2008-07-03","2008-07-02",881,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"17492",64936,"2008-06-23",2,0,12,"2008-06-23",1,1,0,0,7,"",0,"",3,1,0,0,0,0,"2008-06-25","2008-06-24",354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17493",5220,"2008-11-19",1,0,4,"2008-11-19",0,1,0,0,45,"",0,"AX",1,1,0,0,0,0,"2008-11-21","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17494",14329,"2008-08-16",1,0,12,"2008-08-16",0,2,3,0,52,"",0,"",4,1,0,1,0,0,"2008-08-19","2008-08-16",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17495",40535,"2008-12-08",1,0,12,"2008-08-08",0,2,1,1,40,"",0,"",4,1,0,1,0,0,"2008-12-10","2008-12-10",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17496",38499,"2008-09-23",0,0,12,"2008-09-23",1,1,0,0,47,"",1,"AH",1,1,0,0,0,0,"2008-09-25","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17497",57277,"2008-05-02",2,0,5,"2008-05-02",0,1,2,0,26,"",0,"",3,2,0,0,0,0,"2008-05-05","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"17498",10999,"2008-12-17",2,0,12,"2008-12-17",0,1,0,0,22,"",0,"",2,1,0,0,0,1,"2008-12-18","2008-12-17",552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17499",23997,"2008-09-21",0,0,12,"2008-09-21",1,2,0,0,50,"",1,"",2,1,0,1,0,0,"2009-02-16","2009-02-13",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17500",53091,"2008-04-22",1,0,4,"2008-04-22",0,3,2,0,64,"",1,"",4,2,0,1,0,0,"2008-04-24","2008-04-23",884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"17501",49903,"2008-10-15",1,0,8,"2008-10-15",1,3,1,1,41,"",0,"BD",2,2,0,1,0,0,"2008-10-17","2008-10-17",339,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"17502",47751,"2008-12-14",0,0,12,"2008-12-14",0,3,1,1,35,"",0,"",5,4,0,1,0,0,"2008-12-16","2008-12-16",1478,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"17503",17181,"2008-07-24",0,0,9,"2008-07-24",0,2,0,0,42,"",1,"",1,1,0,1,0,0,"2008-07-28","2008-07-25",937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17504",30304,"2008-11-09",2,0,4,"2008-11-09",0,3,0,0,8,"",0,"AQ",3,3,0,0,0,0,"2008-11-11","2008-11-10",1304,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"17505",45186,"2008-08-18",0,0,12,"2008-08-18",0,3,0,0,48,"",0,"",3,1,0,1,0,0,"2008-08-20","2008-08-19",782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17506",37055,"2008-08-06",0,0,8,"2008-08-06",0,2,1,1,44,"",0,"",1,1,0,1,0,0,"2008-08-07","2008-08-07",165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17507",51173,"2008-05-02",2,0,4,"2008-05-02",1,1,3,0,44,"",1,"",1,2,0,0,0,0,"2008-05-05","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"17508",1865,"2008-06-16",0,0,9,"2008-06-16",0,2,0,0,41,"",1,"",1,2,0,1,0,0,"2008-06-17","2008-06-16",577,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"17509",33234,"2008-12-10",0,0,9,"2008-12-10",0,1,0,0,32,"",0,"",5,3,0,0,0,0,"2008-12-18","2008-12-13",1345,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"17510",40403,"2008-09-30",1,0,8,"2008-09-30",0,1,0,0,86,"",0,"",3,1,0,0,0,0,"2008-10-02","2008-10-01",702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17511",29395,"2008-11-06",0,0,5,"2008-11-06",0,2,1,1,41,"",0,"",1,1,0,1,0,0,"2008-11-07","2008-11-07",93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17512",13622,"2008-09-26",0,0,12,"2008-09-26",1,1,0,0,60,"",1,"BD",3,2,0,0,0,0,"2008-09-29","2008-09-27",773,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"17513",53294,"2008-11-15",1,0,12,"2008-11-15",1,2,0,0,47,"",1,"",2,2,0,1,0,0,"2008-12-01","2008-11-28",1514,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"17514",32260,"2008-09-08",0,0,12,"2008-09-08",0,1,0,0,46,"",0,"",4,1,0,0,0,0,"2008-09-09","2008-09-08",784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17515",54318,"2008-08-04",1,0,9,"2008-08-04",0,1,2,0,54,"",0,"",4,3,0,0,0,0,"2008-08-06","2008-08-06",2677,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
"17516",2660,"2008-04-02",0,0,12,"2008-04-02",0,1,0,0,1,"",0,"",3,1,0,0,0,1,"2008-05-02","2008-04-03",764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17517",1217,"2008-11-04",0,0,4,"2008-11-04",0,2,0,0,40,"",0,"",4,3,0,1,0,0,"2008-11-06","2008-11-05",1348,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"17518",61563,"2008-04-19",2,0,9,"2008-04-19",0,1,3,0,79,"",0,"",2,1,0,0,0,0,"2008-04-22","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17519",51649,"2008-04-07",0,0,8,"2008-04-07",0,2,0,0,41,"",0,"",4,2,0,1,0,0,"2008-04-08","2008-04-08",469,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"17520",33268,"2008-05-12",1,0,8,"2008-05-12",0,1,2,0,23,"",0,"",4,1,0,0,0,0,"2008-05-14","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17521",43949,"2008-11-19",0,0,4,"2008-11-19",1,3,1,1,90,"",0,"",1,1,0,1,0,0,"2008-11-21","2008-11-20",544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17522",58703,"2008-12-23",0,0,12,"2008-12-23",0,2,0,0,51,"50",0,"",3,1,0,1,0,0,"2009-01-06","2009-01-08",383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"17523",26497,"2008-09-24",1,0,8,"2008-09-24",1,1,0,0,63,"",0,"",4,3,0,0,0,0,"2008-09-25","2008-09-24",736,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"17524",26844,"2008-10-15",1,0,1,"2008-10-15",0,1,0,0,44,"",0,"",2,2,0,0,0,0,"2008-10-17","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"17525",25111,"2008-09-17",1,0,8,"2008-09-17",0,1,3,0,38,"",0,"",4,3,0,0,0,0,"2008-09-19","2008-09-18",946,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"17526",16886,"2008-12-20",1,0,4,"2008-12-20",0,1,3,0,63,"",0,"",1,1,0,0,0,0,"2008-12-23","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17527",47712,"2008-12-07",1,0,12,"2008-12-06",1,1,3,0,76,"",0,"",2,2,0,0,0,0,"2008-12-09","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"17528",34461,"2008-10-29",0,0,4,"2008-10-29",0,1,2,0,65,"",0,"",4,1,0,0,0,0,"2008-10-30","2008-10-29",716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17529",14427,"2008-08-20",0,0,4,"2008-08-20",0,1,0,0,8,"",1,"",1,1,0,0,0,0,"2008-08-21","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17530",4312,"2008-11-26",0,0,8,"2008-11-26",1,1,0,0,37,"",0,"",4,1,0,0,0,0,"2008-11-27","2008-11-26",850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17531",15453,"2008-09-06",1,0,4,"2008-09-06",0,1,0,0,22,"",0,"BQ",2,1,0,0,0,1,"2008-09-30","2008-09-08",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"17532",51537,"2008-12-04",1,0,4,"2008-12-04",0,2,1,1,46,"",0,"",5,1,0,1,0,0,"2008-12-05","2008-12-05",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17533",44128,"2008-08-20",0,0,8,"2008-08-20",0,1,0,0,60,"",0,"",3,1,0,0,0,0,"2009-08-24","0000-00-00",923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"17534",60400,"2008-11-08",2,0,4,"2008-11-08",0,1,0,0,1,"",0,"",3,1,0,0,0,0,"2008-11-11","2008-11-08",857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17535",18577,"2008-07-21",1,0,4,"2008-07-21",0,1,1,1,24,"",0,"",1,1,0,0,0,0,"2008-07-23","2008-07-25",109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17536",58684,"2008-06-07",0,0,8,"2008-06-07",0,3,1,1,90,"",0,"",2,1,0,1,0,0,"2008-06-10","2008-06-09",116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"17537",15461,"2008-12-14",1,0,4,"2008-12-14",0,1,3,0,8,"",0,"BQ",2,1,0,0,0,0,"2008-12-16","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17538",21266,"2008-09-04",0,0,1,"2008-09-04",0,3,1,1,24,"",0,"",2,2,0,1,0,0,"2008-09-05","2008-09-04",579,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17539",22195,"2008-04-24",1,0,0,"2008-04-24",0,1,0,0,22,"",1,"",1,1,0,0,0,1,"2008-04-28","2008-04-25",468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17540",42722,"2008-08-18",1,0,12,"2008-08-18",0,1,3,0,82,"",0,"",3,2,0,0,0,0,"2008-08-19","2008-08-18",496,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17541",5780,"2008-09-18",0,0,8,"2008-09-18",0,3,3,0,66,"",0,"",1,1,0,1,0,0,"2008-09-19","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17542",781,"2008-06-13",1,0,8,"2008-06-13",0,1,0,0,26,"",0,"",4,1,0,0,0,0,"2008-07-29","2009-06-16",665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17543",59736,"2008-11-13",0,0,4,"2008-11-13",0,1,0,0,55,"",0,"",3,1,0,0,0,0,"2008-11-14","2008-11-13",303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17544",53755,"2008-12-14",0,0,11,"2008-12-14",0,1,1,1,60,"",0,"BQ",1,1,0,0,0,0,"2008-12-30","2009-01-06",188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17545",1911,"2008-06-19",1,0,8,"2008-06-19",1,1,2,0,21,"",0,"BQ",2,1,0,0,0,0,"2008-06-23","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17546",5143,"2008-10-06",0,0,4,"2008-10-06",1,1,0,0,53,"",0,"",4,3,0,0,0,0,"2008-10-07","2008-10-07",1137,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"17547",15334,"2008-09-06",1,0,12,"2008-09-06",0,3,1,1,89,"",0,"",3,2,0,1,0,0,"2008-09-09","2008-09-08",750,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"17548",17475,"2008-04-19",0,0,8,"2008-04-19",0,1,0,0,58,"",0,"",2,1,0,0,0,1,"2008-05-05","2008-04-23",297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17549",24527,"2008-07-16",0,0,9,"2008-07-16",0,3,1,1,22,"",0,"",3,2,0,1,0,0,"2008-07-17","2008-07-18",988,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"17550",9293,"2008-12-08",0,0,9,"2008-12-08",0,1,1,1,13,"",0,"",4,3,0,0,0,0,"2008-12-10","2008-12-10",1311,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"17551",25063,"2008-07-30",0,0,12,"2008-07-30",0,3,1,1,42,"",0,"",5,4,0,1,0,0,"2008-08-01","2008-07-31",1510,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"17552",28821,"2008-10-22",0,0,12,"2008-10-22",0,1,2,0,13,"",0,"",3,2,0,0,0,1,"2008-10-23","2008-10-22",1438,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17553",37546,"2008-04-16",1,0,2,"2008-04-16",0,1,3,0,13,"",0,"",1,1,0,0,0,0,"2008-04-17","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17554",14533,"2008-07-11",1,0,3,"2008-07-11",0,3,2,0,82,"81",0,"",4,1,0,1,0,0,"2008-07-15","2008-07-14",840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17555",65631,"2008-07-19",0,0,4,"2008-07-19",0,3,0,0,21,"",0,"",4,4,0,1,0,0,"2008-07-22","2008-07-21",1314,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"17556",53286,"2008-12-03",0,0,4,"2008-12-03",0,1,2,0,64,"",1,"BZ",2,1,0,0,0,0,"2008-12-05","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17557",18877,"2008-06-30",1,0,12,"2008-06-30",0,1,0,0,54,"",1,"",3,3,0,0,0,0,"2008-07-02","2008-07-01",1088,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"17558",31508,"2008-04-19",0,0,9,"2008-04-19",0,1,2,0,79,"",0,"",1,1,0,0,0,0,"2008-04-22","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17559",2241,"2008-04-28",0,0,12,"2008-04-28",0,3,1,1,40,"",0,"",2,1,0,1,0,0,"2008-04-30","2008-04-29",245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"17560",65219,"2008-10-06",0,0,9,"2008-10-06",1,2,1,1,32,"",0,"",2,1,0,1,0,0,"2008-10-21","2008-10-08",130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"17561",3341,"2008-05-27",2,0,12,"2008-05-27",0,3,1,1,24,"",0,"",2,2,0,1,0,0,"2008-05-29","2008-05-28",452,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"17562",35069,"2008-11-08",0,0,12,"2008-11-08",1,1,0,0,44,"",0,"",5,5,0,0,0,0,"2008-11-11","2008-11-08",2335,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"17563",10909,"2008-06-21",2,0,5,"2008-06-21",0,2,0,0,51,"",0,"",4,1,0,1,0,0,"2008-06-24","2008-06-23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"17564",38693,"2008-07-11",0,0,12,"2008-07-11",0,3,1,1,63,"",0,"",2,1,0,1,0,0,"2008-07-14","2008-07-12",409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17565",55214,"2008-11-15",0,0,9,"2008-11-15",0,1,1,1,53,"",0,"AE",2,1,0,0,0,0,"2008-11-28","2008-11-19",357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17566",49204,"2008-04-16",0,0,6,"2008-04-16",0,1,2,0,68,"",0,"BQ",4,3,0,0,0,0,"2008-04-18","0000-00-00",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"17567",4513,"2008-11-11",0,0,8,"2008-11-11",0,3,0,0,92,"",0,"",2,1,0,1,0,1,"2008-11-12","2008-11-11",643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17568",52957,"2008-11-29",0,0,4,"2008-11-29",0,1,0,0,55,"55",0,"",2,2,0,0,0,1,"2008-12-02","2008-11-30",396,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"17569",44021,"2008-10-31",0,0,11,"2008-10-31",0,1,3,0,80,"",0,"",1,1,0,0,0,0,"2008-11-04","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17570",27628,"2008-12-30",0,0,5,"2008-12-30",0,1,2,0,14,"",0,"",3,1,0,0,0,0,"2009-01-01","2009-01-02",731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17571",768,"2008-09-29",1,0,4,"2008-09-29",0,1,0,0,10,"",0,"",3,1,0,0,0,0,"2008-09-30","2008-09-29",526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
